"","epsilon.1","epsilon.2","epsilon.3","epsilon.4","epsilon.5","epsilon.6","epsilon.7","epsilon.8","epsilon.9","epsilon.10","epsilon.11","epsilon.12","epsilon.13","epsilon.14","epsilon.15","epsilon.16","epsilon.17","epsilon.18","epsilon.19","epsilon.20","epsilon.21","epsilon.22","epsilon.23","epsilon.24","epsilon.25","epsilon.26","epsilon.27","epsilon.28","epsilon.29","epsilon.30","epsilon.31","epsilon.32","epsilon.33","epsilon.34","epsilon.35","epsilon.36","epsilon.37","epsilon.38","epsilon.39","epsilon.40","epsilon.41","epsilon.42","epsilon.43","epsilon.44","epsilon.45","epsilon.46","epsilon.47","epsilon.48","epsilon.49","epsilon.50","epsilon.51","epsilon.52","epsilon.53","epsilon.54","epsilon.55","epsilon.56","epsilon.57"
"1",1.05027207767799,1.55023756746184,2.5762565875354,1.53074639911018,1.61101764569886,3.26271337278399,2.03458789485568,1.53948310422413,0.951223322099241,1.30394657402273,0.54114168614193,1.39915328349067,1.90574074737367,2.46194278515391,1.80746018025108,0.605065908572653,0.0834539000890333,0.461961723817102,0.853279028198205,2.79318679186566,1.20276010392992,1.67046967697158,1.55233758826422,1.96276150304558,1.9132526937881,0.892603405434414,2.00036865054185,1.65548646496061,1.34292847793808,1.77948924210585,1.55395039122962,3.29450102828198,0.346440230694169,2.98101939378308,1.80343843405942,0.7397114913807,1.46287876026733,2.27372228303286,0.34504946969338,1.70686722155776,2.30320785458203,1.72003452110569,1.98200176507491,2.19753691141451,2.19733016281896,2.48556979968159,1.13325247512228,1.799375343406,0.908697653837145,2.23939968541059,1.44609819610311,0.868116032706682,1.89017902404323,1.81216468148445,0.146863586212777,1.4324581664057,0.891164597228017
"2",0.538938708368078,0.778031729215909,0.88089825374373,2.12775825697183,0.552017127877682,1.03439972381847,1.3757869039854,2.76630781238787,1.40538574995075,0.080028122969648,0.582545851738472,1.03195602433614,2.16880865497707,3.282886018253,2.7107180262091,0.695881801277214,1.30337394432303,1.1594600619409,0.089336365004666,0.481604036370809,1.70727675930479,0.916755446599899,0.86101823914691,1.23471024096742,2.51999265365085,0.887275986961994,1.10376907287884,0.42242011640617,2.4026900059276,2.46383674556358,1.19513310535945,1.92865877636224,0.180065248448563,2.51943231291854,2.12248485889432,0.626971089985863,0.713418569401033,0.810737493814932,1.31955816389162,1.48061044022769,1.47741738755255,3.77496204084285,2.55105383530026,0.673928459497405,0.82595214680395,0.345359076336263,1.54014782919682,3.05909441832657,0.357144599157269,1.55944676654919,1.40315152431727,1.07154114921195,1.01015757776221,1.32715643165351,0.445648790048945,0.112491562732793,0.425781193854685
"3",0.606938414597121,2.24069167326935,0.703347793383414,0.974935036273084,0.359051716220706,1.38586513122033,1.51959509572456,0.180960103496257,2.65182196948833,1.06526607483417,1.49418684459455,0.786431745543053,2.131058627405,1.27515367749367,0.840945789924381,1.15478402107874,1.45737207732574,0.9623249003194,0.248516129931003,1.60610288996374,2.14538894017891,1.51897871426325,1.22921542447845,1.3460739269549,0.812141525368964,2.60777243544791,1.29307433644665,0.726462221873064,1.46239704953578,2.72599947248677,1.34059063789907,1.59409683649604,1.60398787606923,1.67124750141341,1.30629884424283,1.47913473766005,1.93315627214397,0.71241501636957,2.722498602927,1.89018995446314,0.490436425026721,1.65666104598236,1.87028692196169,0.59729877020829,2.93937976895569,2.12567485189663,0.514465020205995,1.01894614995429,1.75158004383335,1.26551867783189,0.158824808423775,0.755504102886761,2.06818599452737,1.45029593968379,1.01236380193946,1.80780201707479,1.9472903184066
"4",0.950519121212898,0.321146827285691,1.50655251490305,1.90043041557031,1.63128826029022,1.21253171671152,3.01989237311262,1.29433190272379,1.52535413961724,1.1740108738895,1.41357841630747,1.61015068134162,1.2096553251331,1.37537355918812,2.43503967575004,1.61602472321224,1.1425213921292,0.532295512506577,1.75786033722174,2.08152975710059,1.42522674231049,1.17138269630402,1.97255099500128,1.21607709675801,1.8515868852086,2.00736622299649,2.18891099412437,1.250532920144,1.79140254155553,1.05795972875547,0.843413690831899,1.9082143078007,1.93391372766162,1.51007406237271,1.90563777230331,2.26836755670104,0.796797216347141,1.3528894031949,1.4546826584427,1.4841818792374,1.85746924082028,1.24717395483707,1.39715942484473,2.02731736647682,0.946416835595473,0.878138333468461,2.31763867952027,1.04490180608547,1.55091243040516,0.433311959778878,1.52266657886418,1.43164818960574,1.69227566172695,1.81787980228619,2.03140824372142,1.02005916112707,1.4650129792539
"5",2.65452674196274,1.95490136792661,1.28598927894223,1.44365742136661,1.3572904490342,1.25669915332663,2.14553318358364,0.309528245446641,2.2235694326815,1.94165333305981,1.82464787983244,1.47240383586728,0.717203597379738,0.651006692576566,1.98558681522197,2.07170425062578,0.413559949821255,1.34425035324431,0.479625514940657,1.61857443269227,0.772119125172799,2.01495872011631,0.434019761702061,0.542916705610348,1.17322856363706,3.25660595947242,1.62568919247474,1.85097172988676,0.574585482840352,1.04188908988076,1.21435664170236,1.87249951250403,1.5056582939464,0.994879465938652,1.85342676908462,2.36959305792821,1.49444395787138,0.283173183587384,1.5687087457587,1.42548517445767,0.914570938717487,1.39973073603647,0.851559787576637,1.09021300995169,1.91858513837762,0.350782318262294,1.3143549119911,0.651954075453833,1.48770944871694,1.04492600038782,2.72202665963739,2.39219691896234,1.90856203185781,0.709692823705236,2.1487585553877,2.03908713770966,1.10292766206519
"6",0.64211878154579,1.41369291771815,1.4774097331357,1.41605360747997,0.990305229801745,0.8852532045622,2.14712032388107,1.63548609890659,1.25148895861943,0.821146586250961,0.169276565659743,2.24468335631141,1.87896757050442,2.90464569842638,1.46604681699784,0.586906586305322,0.866561293076381,0.666736337996387,1.08688804791691,0.561249421999636,2.15169316761958,0.022840930498094,0.816082531937911,1.44367538211322,2.11613240511653,0.763182195940803,0.180147074730206,1.12083637901429,3.08316411361843,1.67921571492141,2.09676236508388,1.33383415460044,1.76517187651334,0.743062131577715,2.42187653818024,0.0911315787896787,0.553716336541219,1.25898333741411,0.350208215342088,1.3736876332571,1.21920604133658,1.24328081037748,1.51927316449578,1.68912268746672,0.924600743528809,2.50932959124801,1.07763578669535,1.60444003214847,1.27682243470661,0.987113918758236,0.583423336603471,0.262371769097219,1.02603953716028,1.42139290901823,1.04152838526257,0.65493338408042,1.08894704812439
"7",2.37196774915682,0.986459108609718,2.06036791809189,1.36534479228931,1.17221030099021,1.2322085746647,1.98316295244695,2.66440086271972,0.479143948719488,2.13966849904365,2.21036168697627,2.25201437532776,2.10986355621057,1.59008182419108,1.15912679394989,2.04845677938607,0.0204151336789864,0.578983171254579,0.602911092093706,1.48429474920548,1.13547599847124,1.34612733795876,1.44953258058467,0.972876815373389,2.77340848238378,0.526829583193165,1.2244708137815,2.21703196882848,1.89497894294318,2.89807219749463,1.64927211994496,1.74060944572978,0.861409219928773,2.78434151510078,2.09569552252061,0.670203529040117,1.0382316698342,1.06845125723805,1.28229269799937,1.02070042274426,2.75393569912095,1.60982036376263,1.14087461477522,3.3647359693605,2.64684435874051,2.98485981896088,2.30729879013728,1.94197338690582,0.940252704869348,1.30998685664484,1.48172216812732,1.77150335598249,2.54040994644762,2.57198617537184,1.43369592805759,1.715942437567,0.0198499156401133
"8",0.207774415268085,0.683010207749972,2.18647281252029,2.31109596179957,0.231350858512027,2.76817335011267,2.8109829644947,2.34472691300637,0.66647651614593,1.36893430623334,2.08071533338574,2.7419012284291,3.23358196651109,3.06354778859604,2.51370975765579,2.08050413308373,1.02447954822344,0.694393401036787,1.63718865420872,1.13291364463055,3.48254487943922,1.41174998732595,1.78971275377878,1.73485702747663,3.64609790956257,1.69465836829452,0.232784293690678,1.75423885853939,2.88088138257482,2.22342177957378,2.68578681331435,1.13567652094799,1.66934198899986,2.14572950102605,1.61071927681218,1.62890185040729,1.6667351701764,1.1809131283964,2.2011577411437,2.03204444547354,2.03994235034464,2.61560254955047,3.30388844333112,2.26204048502274,3.49548066923082,1.9239808740332,2.71346115166511,1.44155057976679,0.478381701293755,2.16795117499673,1.99174501134729,0.902359992704977,1.34304999333059,3.22998460549036,2.31912155758764,0.692139056634889,0.133880804619327
"9",1.96314541639524,2.01682550100681,1.21015094928351,2.81401038070081,1.28731014975295,1.03407767152082,0.377835575538964,2.30018714309862,1.20751323350158,0.819341979600345,1.50972461603608,2.16693378955257,1.67940189902307,0.742468107939131,2.94958772070558,1.10536006177657,1.6729738886178,0.503958102407868,1.44878958126697,0.678355441955748,1.99656969048815,0.866142263493618,1.49245746083927,1.34399198496426,1.20575069128079,1.53611439579196,1.10284939357713,1.08795333447156,1.86825402770655,1.6348015082686,1.70618773782793,1.61660865755566,2.1485820419016,1.12620481848808,1.82998326933676,2.74224362277187,0.606852475765532,2.28589565050593,1.92905261172045,1.70672675963563,2.3393400092408,1.35055792948075,0.890857815152593,1.99728293569619,1.00007188627845,2.65341091303372,1.63427801304734,1.87164810216455,2.30246718637002,2.51442087192273,1.85147874918302,0.851126379150611,0.691938548830955,2.10260862097043,2.5265385615687,0.840068825101225,1.16039826196031
"10",1.81277988804219,1.33450303645049,0.964155682464748,1.78156326060865,2.25106340099158,1.40456139297266,1.82850258954981,1.30911506650647,0.993475225865247,0.62552323719229,0.586794882423474,1.91348059164247,3.09529169192535,1.08152456108154,0.500874091403446,1.47599374118156,1.13911183449244,1.36743862147322,1.63396105000921,1.29210934393457,2.28027093057384,1.49210305484322,0.860137549610337,1.94939697284741,0.595855806784929,0.941062981938636,1.5348571722293,0.456337750215805,0.806329687270881,1.33788283454638,2.79859630165135,1.51396751544918,1.43314869876452,2.11664745644438,1.35817839458388,0.577072844955587,0.48956196741645,1.37234635132646,1.63210084428828,1.47242718729963,2.18380634019791,1.03946375469407,1.47294535842573,0.659481033249228,1.50688066107384,0.188902120432158,0.672755984780305,1.97273585245359,0.473863998653117,0.729492535356628,1.6261073011459,1.25088887999874,1.80636594842893,1.06396038662989,0.940092581520775,0.193361912896089,0.387722468210781
