"mean_epsilon.1","mean_epsilon.2"
0.946140335511325,1.89581234821253
0.852327007195898,1.83868249222962
1.48848942397124,1.33638079348214
1.25911551298573,1.50663429842615
1.7294912677029,1.05505639277615
0.420275624826319,1.51528972646003
1.1529923139129,1.58778132314144
1.08743947036515,2.41895185262402
1.54052513423061,1.85310427031199
1.14051463961702,1.38861479378046
0.866944433475519,1.87214184775853
0.967554211918099,1.52692410751505
0.835788348404134,2.81904208056599
1.4331362249922,2.31735396577282
1.06400800057875,2.3751852346579
0.789447444004537,2.35179125990674
1.50684807670457,1.54551475949313
0.662976429505107,1.74941231867343
1.50176789741441,2.04934067498449
0.922819319233353,2.16832543289148
0.836376252018897,2.03708397090893
1.11728724428022,1.68482386968496
0.913385002812352,2.74980238854223
1.07163423577837,1.92695173674952
1.43437311702331,1.41552743394893
1.24031901657981,2.36519459908061
0.903232199697599,3.0451774287991
1.11711960048226,3.15597599465124
1.0391506818156,1.72813636819576
1.27203087217926,1.84473696631182
0.971105613160755,1.45801642957373
1.13275600202395,2.12434257907056
0.735231501899269,2.41221814628497
0.956740877402736,1.58310375147533
1.17877738644789,3.49487950746471
0.820227695326801,2.59127666792747
1.77494584587193,1.77331339145905
1.22356612703277,1.78596299557374
1.21658406849475,1.85248708477836
1.45137743913191,2.07805224330557
0.494850045919912,2.9584316805755
0.597055576244385,1.42772462422433
1.81730713856207,1.70631592159115
0.824035042653299,2.17437729653755
0.78865852831101,1.78583574650873
1.07138419062299,2.62021837101837
0.840217607520306,2.51126930548391
1.76173841992102,2.87348528124453
1.60348130007927,1.90613842286082
1.60058432527395,2.28824059568771
1.19763280491932,1.73400030651832
1.44572883942848,2.48526362760333
1.83149204344215,1.61905354808291
0.894875623384291,1.60661982133753
0.915447509087698,1.84587425311815
0.741691853857366,3.20997920933005
1.51467837594069,1.14284572354053
1.13424884581691,1.98924397736232
0.942403248359109,2.54152154942345
1.0893631068969,1.19365803442957
1.12712465491984,1.71406822658397
1.20749973085275,2.14554274730235
1.31998566359093,1.84002186953448
1.0949479874414,1.6784549054812
1.46597138190152,2.0132419427872
1.04526378090818,2.10004810970222
2.10753147293041,1.67110932254536
0.651087684576251,1.93006556693801
1.59296216315476,1.57114486976268
0.789754551441091,1.97801157614036
0.898298884303022,1.6139140117923
1.00232508154024,2.00146987327063
1.21190959479568,2.17602404193145
0.891921335094937,1.21651656922155
1.12760673170086,2.11855549205376
0.936419074070687,2.55247815943938
0.611180723601079,1.58342149239233
1.29088307518273,2.41384203141034
1.11330431021495,1.71509883379591
1.28837414470889,1.60546437025464
1.13652919887509,1.79566142004741
1.12656711517097,2.30333005685336
1.39837573553013,1.56762545498423
1.31446536818218,1.8094587500929
1.36370936895866,1.96270676351852
0.944208345442719,1.92107525251928
0.844733253776328,1.2519811899299
1.52217156780133,1.80149680373298
1.06244926515029,1.76464601038302
1.48432747807272,1.25269983375713
1.26308559897497,1.80327743261159
0.811480448034364,1.4731880905773
0.864230372796366,2.02828831650231
0.982784450840883,1.80295052233768
1.49403809380046,2.01606709365315
0.850973174032576,1.96913946832914
1.00489537347933,1.50568649080551
1.14839399312689,1.93808091696338
0.968812124118364,2.65126077596076
1.18681761371954,1.75400217517631
1.0400164810826,1.74348045892859
0.913535690243409,1.8736237642869
1.15237550042418,1.79127468049692
1.14359598496386,2.53908252250672
1.03595072029441,2.79248863315382
0.823901657951391,1.08429015740586
0.97942920659986,1.91270093822865
